country,total_cases,total_deaths,total_recovered,active_cases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date,perc_deaths,perc_infection,row_index,region
New Caledonia,15,0,0,15,0,0.0,0.0,0,0.0,03/28/2020,0.00,0.00,188,Oceania
Réunion,183,0,0,182,0,0.0,0.0,0,0.0,03/28/2020,0.00,0.00,189,Africa
Rwanda,60,0,0,60,0,0.0,0.0,0,0.0,03/28/2020,0.00,0.00,190,Africa
Oman,152,0,0,129,0,0.0,0.0,0,0.0,03/28/2020,0.00,0.00,191,Asia
Papua New Guinea,1,0,0,1,0,0.0,0.0,0,0.0,03/28/2020,0.00,0.00,192,Oceania
Suriname,8,0,0,8,0,0.0,0.0,0,0.0,03/28/2020,0.00,0.00,193,South America
St. Barth,5,0,0,5,0,0.0,0.0,0,0.0,03/28/2020,0.00,0.00,194,North America
St. Vincent Grenadines,1,0,0,0,0,0.0,0.0,0,0.0,03/28/2020,0.00,0.00,195,North America
South Sudan,0,0,0,0,0,0.0,0.0,0,0.0,03/28/2020,0.00,0.00,196,Africa
Timor-Leste,1,0,0,1,0,0.0,0.0,0,0.0,03/28/2020,0.00,0.00,197,Asia
Tanzania,14,0,0,13,0,0.0,0.0,0,0.0,03/28/2020,0.00,0.00,198,Africa
Syria,5,0,0,5,0,0.0,0.0,0,0.0,03/28/2020,0.00,0.00,199,Asia
Sierra Leone,0,0,0,0,0,0.0,0.0,0,0.0,03/28/2020,0.00,0.00,200,Africa
Seychelles,8,0,0,8,0,0.0,0.0,0,0.0,03/28/2020,0.00,0.00,201,Africa
Somalia,3,0,0,3,0,0.0,0.0,0,0.0,03/28/2020,0.00,0.00,202,Africa
Sint Maarten,6,0,0,6,0,0.0,0.0,0,0.0,03/28/2020,0.00,0.00,203,North America
Slovakia,292,0,0,290,0,0.0,0.0,0,0.0,03/28/2020,0.00,0.00,204,Europe
Senegal,130,0,0,112,0,0.0,0.0,0,0.0,03/28/2020,0.00,0.00,205,Africa
Sao Tome and Principe,0,0,0,0,0,0.0,0.0,0,0.0,03/28/2020,0.00,0.00,206,Africa
Saint Kitts and Nevis,2,0,0,2,0,0.0,0.0,0,0.0,03/28/2020,0.00,0.00,207,North America
Saint Lucia,3,0,0,2,0,0.0,0.0,0,0.0,03/28/2020,0.00,0.00,208,North America
Saint Martin,11,0,0,11,0,0.0,0.0,0,0.0,03/28/2020,0.00,0.00,209,North America
Saint Pierre Miquelon,0,0,0,0,0,0.0,0.0,0,0.0,03/28/2020,0.00,0.00,210,North America
Italy,97689,10779,0,73880,0,0.0,0.0,0,0.0,03/29/2020,11.03,0.00,1,Europe
Spain,80110,6803,0,58598,0,0.0,0.0,0,0.0,03/29/2020,8.49,0.00,2,Europe
China,81439,3300,0,2691,0,0.0,0.0,0,0.0,03/29/2020,4.05,0.00,3,Asia
USA,144980,3251,0,137133,0,0.0,0.0,0,0.0,03/29/2020,2.24,0.00,4,North America
Iran,38309,2640,0,23278,0,0.0,0.0,0,0.0,03/29/2020,6.89,0.00,5,Asia
France,40174,2606,0,30366,0,0.0,0.0,0,0.0,03/29/2020,6.49,0.00,6,Europe
UK,19522,1228,0,18159,0,0.0,0.0,0,0.0,03/29/2020,6.29,0.00,7,Europe
Netherlands,10866,771,0,9845,0,0.0,0.0,0,0.0,03/29/2020,7.10,0.00,8,Europe
Germany,62435,541,0,52683,0,0.0,0.0,0,0.0,03/29/2020,0.87,0.00,9,Europe
Belgium,10836,431,0,9046,0,0.0,0.0,0,0.0,03/29/2020,3.98,0.00,10,Europe
Switzerland,14829,300,0,12934,0,0.0,0.0,0,0.0,03/29/2020,2.02,0.00,11,Europe
S. Korea,9583,152,0,4398,0,0.0,0.0,0,0.0,03/29/2020,1.59,0.00,12,Asia
Brazil,4256,136,0,4114,0,0.0,0.0,0,0.0,03/29/2020,3.20,0.00,13,South America
Turkey,9217,131,0,8981,0,0.0,0.0,0,0.0,03/29/2020,1.42,0.00,14,Asia
Portugal,5962,119,0,5800,0,0.0,0.0,0,0.0,03/29/2020,2.00,0.00,15,Europe
Indonesia,1285,114,0,1107,0,0.0,0.0,0,0.0,03/29/2020,8.87,0.00,16,Asia
Sweden,3700,110,0,3574,0,0.0,0.0,0,0.0,03/29/2020,2.97,0.00,17,Europe
Austria,8788,86,0,8223,0,0.0,0.0,0,0.0,03/29/2020,0.98,0.00,18,Europe
Denmark,2395,72,0,2322,0,0.0,0.0,0,0.0,03/29/2020,3.01,0.00,19,Europe
Philippines,1418,71,0,1305,0,0.0,0.0,0,0.0,03/29/2020,5.01,0.00,20,Asia
Canada,6320,65,0,5682,0,0.0,0.0,0,0.0,03/29/2020,1.03,0.00,21,North America
Ecuador,1924,58,0,1863,0,0.0,0.0,0,0.0,03/29/2020,3.01,0.00,22,South America
Japan,1866,54,0,1388,0,0.0,0.0,0,0.0,03/29/2020,2.89,0.00,23,Asia
Ireland,2615,46,0,2564,0,0.0,0.0,0,0.0,03/29/2020,1.76,0.00,24,Europe
Romania,1815,43,0,1566,0,0.0,0.0,0,0.0,03/29/2020,2.37,0.00,25,Europe
Iraq,547,42,0,362,0,0.0,0.0,0,0.0,03/29/2020,7.68,0.00,26,Asia
Egypt,609,40,0,437,0,0.0,0.0,0,0.0,03/29/2020,6.57,0.00,27,Africa
Dominican Republic,859,39,0,817,0,0.0,0.0,0,0.0,03/29/2020,4.54,0.00,28,North America
Greece,1156,39,0,1065,0,0.0,0.0,0,0.0,03/29/2020,3.37,0.00,29,Europe
Malaysia,2470,35,0,2047,0,0.0,0.0,0,0.0,03/29/2020,1.42,0.00,30,Asia
Algeria,511,31,0,449,0,0.0,0.0,0,0.0,03/29/2020,6.07,0.00,31,Africa
India,1024,27,0,902,0,0.0,0.0,0,0.0,03/29/2020,2.64,0.00,32,Asia
Norway,4284,26,0,4251,0,0.0,0.0,0,0.0,03/29/2020,0.61,0.00,33,Europe
Morocco,479,26,0,440,0,0.0,0.0,0,0.0,03/29/2020,5.43,0.00,34,Africa
Panama,989,24,0,961,0,0.0,0.0,0,0.0,03/29/2020,2.43,0.00,35,North America
Poland,1862,22,0,1833,0,0.0,0.0,0,0.0,03/29/2020,1.18,0.00,36,Europe
San Marino,224,22,0,196,0,0.0,0.0,0,0.0,03/29/2020,9.82,0.00,37,Europe
Luxembourg,1950,21,0,1889,0,0.0,0.0,0,0.0,03/29/2020,1.08,0.00,38,Europe
Argentina,820,20,0,709,0,0.0,0.0,0,0.0,03/29/2020,2.44,0.00,39,South America
Peru,852,18,0,818,0,0.0,0.0,0,0.0,03/29/2020,2.11,0.00,40,South America
Australia,4163,17,0,3902,0,0.0,0.0,0,0.0,03/29/2020,0.41,0.00,41,Oceania
Czechia,2817,16,0,2790,0,0.0,0.0,0,0.0,03/29/2020,0.57,0.00,42,Europe
Mexico,848,16,0,797,0,0.0,0.0,0,0.0,03/29/2020,1.89,0.00,43,North America
Israel,4247,15,0,4100,0,0.0,0.0,0,0.0,03/29/2020,0.35,0.00,44,Asia
Pakistan,1597,14,0,1554,0,0.0,0.0,0,0.0,03/29/2020,0.88,0.00,45,Asia
Serbia,741,13,0,686,0,0.0,0.0,0,0.0,03/29/2020,1.75,0.00,46,Europe
Hungary,408,13,0,361,0,0.0,0.0,0,0.0,03/29/2020,3.19,0.00,47,Europe
Burkina Faso,222,12,0,187,0,0.0,0.0,0,0.0,03/29/2020,5.41,0.00,48,Africa
Finland,1240,11,0,1219,0,0.0,0.0,0,0.0,03/29/2020,0.89,0.00,49,Europe
Slovenia,730,11,0,709,0,0.0,0.0,0,0.0,03/29/2020,1.51,0.00,50,Europe
Ukraine,475,10,0,459,0,0.0,0.0,0,0.0,03/29/2020,2.11,0.00,51,Europe
Lebanon,438,10,0,398,0,0.0,0.0,0,0.0,03/29/2020,2.28,0.00,52,Asia
Albania,212,10,0,169,0,0.0,0.0,0,0.0,03/29/2020,4.72,0.00,53,Europe
Colombia,702,10,0,682,0,0.0,0.0,0,0.0,03/29/2020,1.42,0.00,54,South America
DRC,81,8,0,71,0,0.0,0.0,0,0.0,03/29/2020,9.88,0.00,55,Africa
Bulgaria,346,8,0,324,0,0.0,0.0,0,0.0,03/29/2020,2.31,0.00,56,Europe
Tunisia,312,8,0,302,0,0.0,0.0,0,0.0,03/29/2020,2.56,0.00,57,Africa
Saudi Arabia,1299,8,0,1225,0,0.0,0.0,0,0.0,03/29/2020,0.62,0.00,58,Asia
Russia,1534,8,0,1462,0,0.0,0.0,0,0.0,03/29/2020,0.52,0.00,59,Europe
Thailand,1388,7,0,1152,0,0.0,0.0,0,0.0,03/29/2020,0.50,0.00,60,Asia
Chile,2139,7,0,2057,0,0.0,0.0,0,0.0,03/29/2020,0.33,0.00,61,South America
Lithuania,460,7,0,452,0,0.0,0.0,0,0.0,03/29/2020,1.52,0.00,62,Europe
Croatia,713,6,0,652,0,0.0,0.0,0,0.0,03/29/2020,0.84,0.00,63,Europe
Cameroon,139,6,0,128,0,0.0,0.0,0,0.0,03/29/2020,4.32,0.00,64,Africa
Cyprus,214,6,0,193,0,0.0,0.0,0,0.0,03/29/2020,2.80,0.00,65,Asia
Bosnia and Herzegovina,323,6,0,309,0,0.0,0.0,0,0.0,03/29/2020,1.86,0.00,66,Europe
Andorra,334,6,0,327,0,0.0,0.0,0,0.0,03/29/2020,1.80,0.00,67,Europe
North Macedonia,259,6,0,250,0,0.0,0.0,0,0.0,03/29/2020,2.32,0.00,68,Europe
Bangladesh,48,5,0,28,0,0.0,0.0,0,0.0,03/29/2020,10.42,0.00,69,Asia
Ghana,152,5,0,145,0,0.0,0.0,0,0.0,03/29/2020,3.29,0.00,70,Africa
Guadeloupe,106,4,0,85,0,0.0,0.0,0,0.0,03/29/2020,3.77,0.00,71,North America
Hong Kong,642,4,0,520,0,0.0,0.0,0,0.0,03/29/2020,0.62,0.00,72,Asia
Bahrain,499,4,0,223,0,0.0,0.0,0,0.0,03/29/2020,0.80,0.00,73,Asia
Azerbaijan,209,4,0,190,0,0.0,0.0,0,0.0,03/29/2020,1.91,0.00,74,Asia
Afghanistan,120,4,0,114,0,0.0,0.0,0,0.0,03/29/2020,3.33,0.00,75,Asia
Armenia,424,3,0,391,0,0.0,0.0,0,0.0,03/29/2020,0.71,0.00,76,Asia
Estonia,679,3,0,656,0,0.0,0.0,0,0.0,03/29/2020,0.44,0.00,77,Europe
Cuba,139,3,0,132,0,0.0,0.0,0,0.0,03/29/2020,2.16,0.00,78,North America
Honduras,110,3,0,104,0,0.0,0.0,0,0.0,03/29/2020,2.73,0.00,79,North America
Mauritius,107,3,0,104,0,0.0,0.0,0,0.0,03/29/2020,2.80,0.00,80,Africa
Jordan,259,3,0,238,0,0.0,0.0,0,0.0,03/29/2020,1.16,0.00,81,Asia
Paraguay,59,3,0,55,0,0.0,0.0,0,0.0,03/29/2020,5.08,0.00,82,South America
Taiwan,298,3,0,256,0,0.0,0.0,0,0.0,03/29/2020,1.01,0.00,83,Asia
Singapore,844,3,0,629,0,0.0,0.0,0,0.0,03/29/2020,0.36,0.00,84,Asia
Trinidad and Tobago,78,3,0,74,0,0.0,0.0,0,0.0,03/29/2020,3.85,0.00,85,North America
UAE,570,3,0,509,0,0.0,0.0,0,0.0,03/29/2020,0.53,0.00,86,Asia
Venezuela,119,3,0,77,0,0.0,0.0,0,0.0,03/29/2020,2.52,0.00,87,South America
Uzbekistan,144,2,0,135,0,0.0,0.0,0,0.0,03/29/2020,1.39,0.00,88,Asia
South Africa,1280,2,0,1247,0,0.0,0.0,0,0.0,03/29/2020,0.16,0.00,89,Africa
Moldova,263,2,0,259,0,0.0,0.0,0,0.0,03/29/2020,0.76,0.00,90,Europe
Iceland,1020,2,0,883,0,0.0,0.0,0,0.0,03/29/2020,0.20,0.00,91,Europe
Costa Rica,314,2,0,309,0,0.0,0.0,0,0.0,03/29/2020,0.64,0.00,92,North America
Channel Islands,108,2,0,106,0,0.0,0.0,0,0.0,03/29/2020,1.85,0.00,93,Europe
Angola,7,2,0,5,0,0.0,0.0,0,0.0,03/29/2020,28.57,0.00,94,Africa
Brunei ,126,1,0,91,0,0.0,0.0,0,0.0,03/29/2020,0.79,0.00,95,Asia
Bolivia,81,1,0,80,0,0.0,0.0,0,0.0,03/29/2020,1.23,0.00,96,South America
Cabo Verde,6,1,0,5,0,0.0,0.0,0,0.0,03/29/2020,16.67,0.00,97,Africa
Cayman Islands,12,1,0,11,0,0.0,0.0,0,0.0,03/29/2020,8.33,0.00,98,North America
Curaçao,8,1,0,5,0,0.0,0.0,0,0.0,03/29/2020,12.50,0.00,99,North America
Guyana,8,1,0,7,0,0.0,0.0,0,0.0,03/29/2020,12.50,0.00,100,South America
Guatemala,34,1,0,23,0,0.0,0.0,0,0.0,03/29/2020,2.94,0.00,101,North America
Gambia,4,1,0,3,0,0.0,0.0,0,0.0,03/29/2020,25.00,0.00,102,Africa
Gabon,7,1,0,6,0,0.0,0.0,0,0.0,03/29/2020,14.29,0.00,103,Africa
Monaco,46,1,0,44,0,0.0,0.0,0,0.0,03/29/2020,2.17,0.00,104,Europe
Martinique,93,1,0,92,0,0.0,0.0,0,0.0,03/29/2020,1.08,0.00,105,North America
Mali,18,1,0,17,0,0.0,0.0,0,0.0,03/29/2020,5.56,0.00,106,Africa
Kenya,42,1,0,40,0,0.0,0.0,0,0.0,03/29/2020,2.38,0.00,107,Africa
Kazakhstan,284,1,0,263,0,0.0,0.0,0,0.0,03/29/2020,0.35,0.00,108,Asia
Ivory Coast,165,1,0,160,0,0.0,0.0,0,0.0,03/29/2020,0.61,0.00,109,Africa
Jamaica,32,1,0,29,0,0.0,0.0,0,0.0,03/29/2020,3.13,0.00,110,North America
Sri Lanka,117,1,0,105,0,0.0,0.0,0,0.0,03/29/2020,0.85,0.00,111,Asia
Sudan,6,1,0,5,0,0.0,0.0,0,0.0,03/29/2020,16.67,0.00,112,Africa
Syria,9,1,0,8,0,0.0,0.0,0,0.0,03/29/2020,11.11,0.00,113,Asia
Togo,25,1,0,23,0,0.0,0.0,0,0.0,03/29/2020,4.00,0.00,114,Africa
Palestine,109,1,0,90,0,0.0,0.0,0,0.0,03/29/2020,0.92,0.00,115,Asia
Qatar,634,1,0,585,0,0.0,0.0,0,0.0,03/29/2020,0.16,0.00,116,Asia
Niger,18,1,0,17,0,0.0,0.0,0,0.0,03/29/2020,5.56,0.00,117,Africa
Nigeria,111,1,0,107,0,0.0,0.0,0,0.0,03/29/2020,0.90,0.00,118,Africa
Nicaragua,4,1,0,3,0,0.0,0.0,0,0.0,03/29/2020,25.00,0.00,119,North America
New Zealand,514,1,0,457,0,0.0,0.0,0,0.0,03/29/2020,0.19,0.00,120,Oceania
Montenegro,85,1,0,84,0,0.0,0.0,0,0.0,03/29/2020,1.18,0.00,121,Europe
Uruguay,304,1,0,303,0,0.0,0.0,0,0.0,03/29/2020,0.33,0.00,122,South America
Zimbabwe,7,1,0,6,0,0.0,0.0,0,0.0,03/29/2020,14.29,0.00,123,Africa
Zambia,29,0,0,29,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,124,Africa
Vatican City,6,0,0,6,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,125,Europe
Vietnam,194,0,0,169,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,126,Asia
Yemen,0,0,0,0,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,127,Asia
Western Sahara,0,0,0,0,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,128,Africa
Uganda,33,0,0,33,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,129,Africa
Turks and Caicos,4,0,0,4,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,130,North America
Mongolia,12,0,0,12,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,131,Asia
Montserrat,5,0,0,5,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,132,North America
Nepal,5,0,0,4,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,133,Asia
Namibia,11,0,0,9,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,134,Africa
Myanmar,10,0,0,10,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,135,Asia
Mozambique,8,0,0,8,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,136,Africa
New Caledonia,15,0,0,15,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,137,Oceania
Réunion,183,0,0,182,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,138,Africa
Rwanda,70,0,0,70,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,139,Africa
Oman,167,0,0,144,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,140,Asia
Papua New Guinea,1,0,0,1,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,141,Oceania
Timor-Leste,1,0,0,1,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,142,Asia
Tanzania,14,0,0,13,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,143,Africa
Suriname,8,0,0,8,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,144,South America
St. Vincent Grenadines,1,0,0,0,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,145,North America
St. Barth,5,0,0,5,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,146,North America
South Sudan,0,0,0,0,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,147,Africa
Sierra Leone,0,0,0,0,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,148,Africa
Seychelles,8,0,0,8,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,149,Africa
Somalia,3,0,0,3,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,150,Africa
Slovakia,314,0,0,312,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,151,Europe
Sint Maarten,6,0,0,6,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,152,North America
Senegal,142,0,0,115,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,153,Africa
Sao Tome and Principe,0,0,0,0,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,154,Africa
Saint Pierre Miquelon,0,0,0,0,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,155,North America
Saint Martin,11,0,0,11,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,156,North America
Saint Lucia,9,0,0,8,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,157,North America
Saint Kitts and Nevis,2,0,0,2,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,158,North America
Liberia,3,0,0,3,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,159,Africa
Liechtenstein,56,0,0,56,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,160,Europe
Libya,8,0,0,8,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,161,Africa
Latvia,347,0,0,346,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,162,Europe
Laos,8,0,0,8,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,163,Asia
Kyrgyzstan,84,0,0,84,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,164,Asia
Kuwait,255,0,0,188,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,165,Asia
Maldives,17,0,0,4,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,166,Asia
Malawi,0,0,0,0,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,167,Africa
Madagascar,39,0,0,39,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,168,Africa
Macao,37,0,0,27,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,169,Asia
Malta,151,0,0,149,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,170,Europe
Mauritania,5,0,0,3,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,171,Africa
Mayotte,63,0,0,63,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,172,Africa
French Polynesia,30,0,0,30,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,173,Oceania
French Guiana,43,0,0,37,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,174,South America
Fiji,5,0,0,5,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,175,Oceania
Falkland Islands,0,0,0,0,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,176,South America
Faeroe Islands,159,0,0,89,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,177,Europe
Georgia,91,0,0,73,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,178,Asia
Gibraltar,65,0,0,51,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,179,Europe
Grenada,9,0,0,9,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,180,North America
Greenland,10,0,0,8,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,181,North America
Guinea-Bissau,2,0,0,2,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,182,Africa
Guinea,16,0,0,16,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,183,Africa
Haiti,15,0,0,14,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,184,North America
Isle of Man,42,0,0,42,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,185,Europe
Dominica,11,0,0,11,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,186,North America
Djibouti,18,0,0,18,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,187,Africa
Eritrea,12,0,0,12,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,188,Africa
Ethiopia,21,0,0,20,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,189,Africa
Eswatini,9,0,0,9,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,190,Africa
Equatorial Guinea,12,0,0,12,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,191,Africa
El Salvador,24,0,0,24,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,192,North America
Chad,3,0,0,3,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,193,Africa
Caribbean Netherlands,0,0,0,0,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,194,North America
CAR,3,0,0,3,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,195,Africa
Cambodia,103,0,0,82,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,196,Asia
Congo,19,0,0,19,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,197,Africa
Bhutan,4,0,0,4,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,198,Asia
Bermuda,22,0,0,20,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,199,North America
Benin,6,0,0,6,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,200,Africa
Belize,2,0,0,2,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,201,North America
Belarus,94,0,0,62,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,202,Europe
Barbados,33,0,0,33,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,203,North America
Burundi,0,0,0,0,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,204,Africa
Botswana,0,0,0,0,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,205,Africa
British Virgin Islands,2,0,0,2,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,206,North America
Anguilla,2,0,0,2,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,207,North America
Antigua and Barbuda,7,0,0,7,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,208,North America
Aruba,50,0,0,49,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,209,North America
Bahamas,14,0,0,13,0,0.0,0.0,0,0.0,03/29/2020,0.00,0.00,210,North America
Italy,101739,11591,0,75528,0,0.0,0.0,0,0.0,03/30/2020,11.39,0.00,1,Europe
Spain,87956,7716,0,63460,0,0.0,0.0,0,0.0,03/30/2020,8.77,0.00,2,Europe
USA,165851,3948,0,156355,0,0.0,0.0,0,0.0,03/30/2020,2.38,0.00,3,North America
China,81518,3305,0,2161,0,0.0,0.0,0,0.0,03/30/2020,4.05,0.00,4,Asia
France,44550,3024,0,33599,0,0.0,0.0,0,0.0,03/30/2020,6.79,0.00,5,Europe
Iran,41495,2757,0,24827,0,0.0,0.0,0,0.0,03/30/2020,6.64,0.00,6,Asia
UK,22141,1408,0,20598,0,0.0,0.0,0,0.0,03/30/2020,6.36,0.00,7,Europe
Netherlands,11750,864,0,10636,0,0.0,0.0,0,0.0,03/30/2020,7.35,0.00,8,Europe
Germany,66885,645,0,52740,0,0.0,0.0,0,0.0,03/30/2020,0.96,0.00,9,Europe
Belgium,11899,513,0,9859,0,0.0,0.0,0,0.0,03/30/2020,4.31,0.00,10,Europe
Switzerland,15922,359,0,13740,0,0.0,0.0,0,0.0,03/30/2020,2.25,0.00,11,Europe
Turkey,10827,168,0,10497,0,0.0,0.0,0,0.0,03/30/2020,1.55,0.00,12,Asia
Brazil,4630,163,0,4347,0,0.0,0.0,0,0.0,03/30/2020,3.52,0.00,13,South America
S. Korea,9661,158,0,4275,0,0.0,0.0,0,0.0,03/30/2020,1.64,0.00,14,Asia
Sweden,4028,146,0,3866,0,0.0,0.0,0,0.0,03/30/2020,3.62,0.00,15,Europe
Portugal,6408,140,0,6225,0,0.0,0.0,0,0.0,03/30/2020,2.18,0.00,16,Europe
Indonesia,1414,122,0,1217,0,0.0,0.0,0,0.0,03/30/2020,8.63,0.00,17,Asia
Austria,9618,108,0,8874,0,0.0,0.0,0,0.0,03/30/2020,1.12,0.00,18,Europe
Canada,7448,89,0,6266,0,0.0,0.0,0,0.0,03/30/2020,1.19,0.00,19,North America
Philippines,1546,78,0,1426,0,0.0,0.0,0,0.0,03/30/2020,5.05,0.00,20,Asia
Denmark,2577,77,0,2499,0,0.0,0.0,0,0.0,03/30/2020,2.99,0.00,21,Europe
Romania,2109,65,0,1835,0,0.0,0.0,0,0.0,03/30/2020,3.08,0.00,22,Europe
Ecuador,1966,62,0,1901,0,0.0,0.0,0,0.0,03/30/2020,3.15,0.00,23,South America
Japan,1953,56,0,1473,0,0.0,0.0,0,0.0,03/30/2020,2.87,0.00,24,Asia
Ireland,2910,54,0,2851,0,0.0,0.0,0,0.0,03/30/2020,1.86,0.00,25,Europe
Iraq,630,46,0,432,0,0.0,0.0,0,0.0,03/30/2020,7.30,0.00,26,Asia
Greece,1212,46,0,1114,0,0.0,0.0,0,0.0,03/30/2020,3.80,0.00,27,Europe
Dominican Republic,901,42,0,855,0,0.0,0.0,0,0.0,03/30/2020,4.66,0.00,28,North America
Egypt,656,41,0,465,0,0.0,0.0,0,0.0,03/30/2020,6.25,0.00,29,Africa
Malaysia,2626,37,0,2110,0,0.0,0.0,0,0.0,03/30/2020,1.41,0.00,30,Asia
Algeria,584,35,0,512,0,0.0,0.0,0,0.0,03/30/2020,5.99,0.00,31,Africa
Morocco,556,33,0,508,0,0.0,0.0,0,0.0,03/30/2020,5.94,0.00,32,Africa
Norway,4445,32,0,4401,0,0.0,0.0,0,0.0,03/30/2020,0.72,0.00,33,Europe
India,1251,32,0,1117,0,0.0,0.0,0,0.0,03/30/2020,2.56,0.00,34,Asia
Poland,2055,31,0,2017,0,0.0,0.0,0,0.0,03/30/2020,1.51,0.00,35,Europe
Panama,1075,27,0,1039,0,0.0,0.0,0,0.0,03/30/2020,2.51,0.00,36,North America
San Marino,230,25,0,192,0,0.0,0.0,0,0.0,03/30/2020,10.87,0.00,37,Europe
Peru,950,24,0,873,0,0.0,0.0,0,0.0,03/30/2020,2.53,0.00,38,South America
Argentina,820,23,0,569,0,0.0,0.0,0,0.0,03/30/2020,2.80,0.00,39,South America
