country,total_cases,total_deaths,total_recovered,active_cases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date,perc_deaths,perc_infection,row_index,region
China,571,17,0,554,0,0.0,0.0,0,0.0,01/22/2020,2.98,0.00,1,Asia
China,830,25,0,771,0,0.0,0.0,0,0.0,01/23/2020,3.01,0.00,1,Asia
China,1287,41,0,1208,0,0.0,0.0,0,0.0,01/24/2020,3.19,0.00,1,Asia
China,1975,56,0,1870,0,0.0,0.0,0,0.0,01/25/2020,2.84,0.00,1,Asia
China,2744,80,0,2613,0,0.0,0.0,0,0.0,01/26/2020,2.92,0.00,1,Asia
China,4515,106,0,4349,0,0.0,0.0,0,0.0,01/27/2020,2.35,0.00,1,Asia
China,5974,132,0,5739,0,0.0,0.0,0,0.0,01/28/2020,2.21,0.00,1,Asia
China,7711,170,0,7417,0,0.0,0.0,0,0.0,01/29/2020,2.20,0.00,1,Asia
China,9692,213,0,9308,0,0.0,0.0,0,0.0,01/30/2020,2.20,0.00,1,Asia
China,11791,259,0,11289,0,0.0,0.0,0,0.0,01/31/2020,2.20,0.00,1,Asia
China,14380,304,0,13748,0,0.0,0.0,0,0.0,02/01/2020,2.11,0.00,1,Asia
China,17205,361,0,16369,0,0.0,0.0,0,0.0,02/02/2020,2.10,0.00,1,Asia
China,20440,425,0,19383,0,0.0,0.0,0,0.0,02/03/2020,2.08,0.00,1,Asia
China,24324,490,0,22942,0,0.0,0.0,0,0.0,02/04/2020,2.01,0.00,1,Asia
China,28018,563,0,26302,0,0.0,0.0,0,0.0,02/05/2020,2.01,0.00,1,Asia
China,31161,636,0,28985,0,0.0,0.0,0,0.0,02/06/2020,2.04,0.00,1,Asia
China,34546,722,0,31774,0,0.0,0.0,0,0.0,02/07/2020,2.09,0.00,1,Asia
China,37198,811,0,33738,0,0.0,0.0,0,0.0,02/08/2020,2.18,0.00,1,Asia
China,40171,908,0,35982,0,0.0,0.0,0,0.0,02/09/2020,2.26,0.00,1,Asia
China,42638,1016,0,37626,0,0.0,0.0,0,0.0,02/10/2020,2.38,0.00,1,Asia
China,44653,1113,0,38791,0,0.0,0.0,0,0.0,02/11/2020,2.49,0.00,1,Asia
China,58761,1259,0,51591,0,0.0,0.0,0,0.0,02/12/2020,2.14,0.00,1,Asia
China,63851,1380,0,55748,0,0.0,0.0,0,0.0,02/13/2020,2.16,0.00,1,Asia
China,66492,1523,0,56873,0,0.0,0.0,0,0.0,02/14/2020,2.29,0.00,1,Asia
China,68500,1665,0,57416,0,0.0,0.0,0,0.0,02/15/2020,2.43,0.00,1,Asia
France,12,1,0,7,0,0.0,0.0,0,0.0,02/15/2020,8.33,0.00,2,Europe
Hong Kong,56,1,0,54,0,0.0,0.0,0,0.0,02/15/2020,1.79,0.00,3,Asia
Japan,53,1,0,52,0,0.0,0.0,0,0.0,02/15/2020,1.89,0.00,4,Asia
Philippines,3,1,0,0,0,0.0,0.0,0,0.0,02/15/2020,33.33,0.00,5,Asia
Peru,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,6,South America
Papua New Guinea,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,7,Oceania
Paraguay,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,8,South America
Oman,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,9,Asia
Pakistan,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,10,Asia
Palestine,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,11,Asia
Panama,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,12,North America
Poland,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,13,Europe
Portugal,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,14,Europe
Qatar,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,15,Asia
Réunion,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,16,Africa
Romania,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,17,Europe
Russia,2,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,18,Europe
Rwanda,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,19,Africa
S. Korea,28,0,0,19,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,20,Asia
Mongolia,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,21,Asia
Montenegro,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,22,Europe
Montserrat,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,23,North America
Morocco,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,24,Africa
Mozambique,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,25,Africa
Myanmar,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,26,Asia
Namibia,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,27,Africa
Nepal,1,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,28,Asia
Netherlands,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,29,Europe
New Caledonia,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,30,Oceania
New Zealand,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,31,Oceania
Nicaragua,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,32,North America
Niger,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,33,Africa
Nigeria,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,34,Africa
North Macedonia,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,35,Europe
Norway,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,36,Europe
Saint Kitts and Nevis,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,37,North America
Saint Lucia,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,38,North America
Saint Martin,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,39,North America
Saint Pierre Miquelon,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,40,North America
San Marino,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,41,Europe
Sao Tome and Principe,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,42,Africa
Saudi Arabia,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,43,Asia
Senegal,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,44,Africa
Serbia,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,45,Europe
Seychelles,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,46,Africa
Sierra Leone,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,47,Africa
Singapore,72,0,0,54,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,48,Asia
Sint Maarten,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,49,North America
Slovakia,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,50,Europe
Slovenia,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,51,Europe
Somalia,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,52,Africa
South Africa,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,53,Africa
South Sudan,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,54,Africa
Spain,2,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,55,Europe
Sri Lanka,1,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,56,Asia
St. Barth,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,57,North America
St. Vincent Grenadines,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,58,North America
Sudan,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,59,Africa
Suriname,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,60,South America
Sweden,1,0,0,1,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,61,Europe
Switzerland,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,62,Europe
Syria,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,63,Asia
Taiwan,18,0,0,16,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,64,Asia
Tanzania,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,65,Africa
Thailand,34,0,0,20,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,66,Asia
Timor-Leste,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,67,Asia
Togo,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,68,Africa
Trinidad and Tobago,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,69,North America
Tunisia,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,70,Africa
Turkey,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,71,Asia
Turks and Caicos,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,72,North America
UAE,8,0,0,5,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,73,Asia
Uganda,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,74,Africa
UK,9,0,0,1,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,75,Europe
Ukraine,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,76,Europe
Uruguay,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,77,South America
USA,15,0,0,12,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,78,North America
Uzbekistan,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,79,Asia
Vatican City,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,80,Europe
Venezuela,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,81,South America
Vietnam,16,0,0,9,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,82,Asia
Western Sahara,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,83,Africa
Yemen,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,84,Asia
Zambia,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,85,Africa
Zimbabwe,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,86,Africa
Jordan,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,87,Asia
Kazakhstan,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,88,Asia
Kenya,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,89,Africa
Israel,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,90,Asia
Italy,3,0,0,3,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,91,Europe
Ivory Coast,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,92,Africa
Jamaica,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,93,North America
Kuwait,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,94,Asia
Kyrgyzstan,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,95,Asia
Laos,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,96,Asia
Latvia,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,97,Europe
Lebanon,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,98,Asia
Liberia,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,99,Africa
Libya,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,100,Africa
Liechtenstein,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,101,Europe
Lithuania,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,102,Europe
Luxembourg,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,103,Europe
Macao,10,0,0,7,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,104,Asia
Madagascar,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,105,Africa
Malawi,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,106,Africa
Malaysia,22,0,0,15,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,107,Asia
Maldives,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,108,Asia
Mali,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,109,Africa
Malta,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,110,Europe
Martinique,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,111,North America
Mauritania,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,112,Africa
Mauritius,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,113,Africa
Mayotte,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,114,Africa
Mexico,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,115,North America
Moldova,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,116,Europe
Monaco,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,117,Europe
Honduras,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,118,North America
Guyana,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,119,South America
Haiti,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,120,North America
Guadeloupe,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,121,North America
Guatemala,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,122,North America
Guinea,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,123,Africa
Guinea-Bissau,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,124,Africa
Hungary,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,125,Europe
Iceland,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,126,Europe
India,3,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,127,Asia
Indonesia,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,128,Asia
Iran,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,129,Asia
Iraq,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,130,Asia
Ireland,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,131,Europe
Isle of Man,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,132,Europe
French Guiana,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,133,South America
French Polynesia,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,134,Oceania
Gabon,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,135,Africa
Faeroe Islands,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,136,Europe
Falkland Islands,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,137,South America
Fiji,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,138,Oceania
Finland,1,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,139,Europe
Gambia,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,140,Africa
Georgia,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,141,Asia
Germany,16,0,0,13,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,142,Europe
Ghana,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,143,Africa
Gibraltar,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,144,Europe
Greece,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,145,Europe
Greenland,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,146,North America
Grenada,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,147,North America
Colombia,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,148,South America
Channel Islands,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,149,Europe
Chile,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,150,South America
Congo,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,151,Africa
Costa Rica,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,152,North America
Croatia,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,153,Europe
Cuba,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,154,North America
Cabo Verde,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,155,Africa
Cambodia,1,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,156,Asia
Cameroon,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,157,Africa
Canada,8,0,0,7,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,158,North America
CAR,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,159,Africa
Caribbean Netherlands,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,160,North America
Cayman Islands,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,161,North America
Chad,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,162,Africa
Curaçao,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,163,North America
Cyprus,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,164,Asia
Czechia,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,165,Europe
Denmark,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,166,Europe
Djibouti,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,167,Africa
Dominica,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,168,North America
Dominican Republic,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,169,North America
DRC,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,170,Africa
Ecuador,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,171,South America
Egypt,1,0,0,1,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,172,Africa
El Salvador,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,173,North America
Equatorial Guinea,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,174,Africa
Eritrea,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,175,Africa
Estonia,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,176,Europe
Eswatini,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,177,Africa
Ethiopia,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,178,Africa
Afghanistan,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,179,Asia
Albania,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,180,Europe
Algeria,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,181,Africa
Andorra,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,182,Europe
Angola,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,183,Africa
Anguilla,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,184,North America
Antigua and Barbuda,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,185,North America
Argentina,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,186,South America
Armenia,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,187,Asia
Aruba,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,188,North America
Australia,15,0,0,5,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,189,Oceania
Austria,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,190,Europe
Azerbaijan,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,191,Asia
Bahamas,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,192,North America
Bahrain,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,193,Asia
Bangladesh,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,194,Asia
Barbados,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,195,North America
Belarus,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,196,Europe
Belgium,1,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,197,Europe
Belize,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,198,North America
Benin,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,199,Africa
Bermuda,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,200,North America
Bhutan,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,201,Asia
Bolivia,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,202,South America
Bosnia and Herzegovina,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,203,Europe
Botswana,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,204,Africa
Brazil,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,205,South America
British Virgin Islands,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,206,North America
Brunei ,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,207,Asia
Bulgaria,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,208,Europe
Burkina Faso,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,209,Africa
Burundi,0,0,0,0,0,0.0,0.0,0,0.0,02/15/2020,0.00,0.00,210,Africa
China,70548,1770,0,57934,0,0.0,0.0,0,0.0,02/16/2020,2.51,0.00,1,Asia
France,12,1,0,7,0,0.0,0.0,0,0.0,02/16/2020,8.33,0.00,2,Europe
Hong Kong,57,1,0,54,0,0.0,0.0,0,0.0,02/16/2020,1.75,0.00,3,Asia
Japan,59,1,0,58,0,0.0,0.0,0,0.0,02/16/2020,1.69,0.00,4,Asia
Taiwan,20,1,0,17,0,0.0,0.0,0,0.0,02/16/2020,5.00,0.00,5,Asia
Philippines,3,1,0,0,0,0.0,0.0,0,0.0,02/16/2020,33.33,0.00,6,Asia
Peru,0,0,0,0,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,7,South America
Paraguay,0,0,0,0,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,8,South America
Papua New Guinea,0,0,0,0,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,9,Oceania
Panama,0,0,0,0,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,10,North America
Palestine,0,0,0,0,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,11,Asia
Pakistan,0,0,0,0,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,12,Asia
Oman,0,0,0,0,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,13,Asia
S. Korea,29,0,0,20,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,14,Asia
Rwanda,0,0,0,0,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,15,Africa
Russia,2,0,0,0,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,16,Europe
Romania,0,0,0,0,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,17,Europe
Réunion,0,0,0,0,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,18,Africa
Qatar,0,0,0,0,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,19,Asia
Portugal,0,0,0,0,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,20,Europe
Poland,0,0,0,0,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,21,Europe
Norway,0,0,0,0,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,22,Europe
North Macedonia,0,0,0,0,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,23,Europe
Nigeria,0,0,0,0,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,24,Africa
Niger,0,0,0,0,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,25,Africa
Nicaragua,0,0,0,0,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,26,North America
New Zealand,0,0,0,0,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,27,Oceania
New Caledonia,0,0,0,0,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,28,Oceania
Netherlands,0,0,0,0,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,29,Europe
Nepal,1,0,0,0,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,30,Asia
Namibia,0,0,0,0,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,31,Africa
Myanmar,0,0,0,0,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,32,Asia
Mozambique,0,0,0,0,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,33,Africa
Morocco,0,0,0,0,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,34,Africa
Montserrat,0,0,0,0,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,35,North America
Montenegro,0,0,0,0,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,36,Europe
Mongolia,0,0,0,0,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,37,Asia
Syria,0,0,0,0,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,38,Asia
Switzerland,0,0,0,0,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,39,Europe
Sweden,1,0,0,1,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,40,Europe
Togo,0,0,0,0,0,0.0,0.0,0,0.0,02/16/2020,0.00,0.00,41,Africa
